execution_idx,application,class,clone_seed_p,LineCoverage_value,LineCoverage_evaluations,BranchCoverage_value,BranchCoverage_evaluations,ExceptionCoverage_value,ExceptionCoverage_evaluations,WeakMutation_value,WeakMutation_evaluations,OutputCoverage_value,OutputCoverage_evaluations,MethodCoverage_value,MethodCoverage_evaluations,CBranch_value,CBranch_evaluations,current_fitness_evaluations
1,1_tullibee,com.ib.client.EReader,1.0,0.11015490533562823 ,"[0.0034423407917383822 ,0][0.05335628227194492 ,0][0.06712564543889846 ,0][0.07228915662650602 ,0][0.08089500860585198 ,0][0.08433734939759036 ,0][0.09466437177280551 ,0][0.0963855421686747 ,0][0.10671256454388985 ,0][0.10843373493975904 ,0][0.11015490533562823 ,0]",0.4117647058823529 ,"[0.22875816993464052 ,0][0.2679738562091503 ,0][0.28431372549019607 ,0][0.30392156862745096 ,0][0.3202614379084967 ,0][0.34967320261437906 ,0][0.3562091503267974 ,0][0.3790849673202614 ,0][0.38562091503267976 ,0][0.3954248366013072 ,0][0.39869281045751637 ,0][0.40522875816993464 ,0][0.4084967320261438 ,0][0.4117647058823529 ,0]",1.0 ,"[1.0 ,0]",0.18222222222222223 ,"[0.17925925925925926 ,0][0.18222222222222223 ,0]",0.2 ,"[0.05714285714285714 ,0][0.11428571428571428 ,0][0.17142857142857143 ,0][0.2 ,0]",0.5 ,"[0.42857142857142855 ,0][0.5 ,0]",0.4117647058823529 ,"[0.22875816993464052 ,0][0.2679738562091503 ,0][0.28431372549019607 ,0][0.30392156862745096 ,0][0.3202614379084967 ,0][0.34967320261437906 ,0][0.3562091503267974 ,0][0.3790849673202614 ,0][0.38562091503267976 ,0][0.3954248366013072 ,0][0.39869281045751637 ,0][0.40522875816993464 ,0][0.4084967320261438 ,0][0.4117647058823529 ,0]",
1,2_a4j,net.kencochrane.a4j.beans.ProductDetails,1.0,0.9726962457337884 ,"[0.8430034129692833 ,0][0.8498293515358362 ,0][0.8737201365187713 ,0][0.8805460750853242 ,0][0.9044368600682594 ,0][0.9078498293515358 ,0][0.9453924914675768 ,0][0.9522184300341296 ,0][0.9726962457337884 ,0]",0.9307692307692308 ,"[0.7923076923076923 ,0][0.8076923076923077 ,0][0.8384615384615385 ,0][0.8692307692307693 ,0][0.8769230769230769 ,0][0.8923076923076924 ,0][0.9 ,0][0.9307692307692308 ,0]",1.0 ,"[0.9306930693069307 ,0][0.9900990099009901 ,0][1.0 ,0]",0.764367816091954 ,"[0.14367816091954022 ,0][0.21839080459770116 ,0][0.2988505747126437 ,0][0.3793103448275862 ,0][0.5804597701149425 ,0][0.5919540229885057 ,0][0.6551724137931034 ,0][0.6666666666666666 ,0][0.764367816091954 ,0]",0.9440559440559441 ,"[0.38461538461538464 ,0][0.43356643356643354 ,0][0.46853146853146854 ,0][0.5034965034965035 ,0][0.5524475524475524 ,0][0.5874125874125874 ,0][0.6013986013986014 ,0][0.6573426573426573 ,0][0.6783216783216783 ,0][0.7202797202797203 ,0][0.7482517482517482 ,0][0.7692307692307693 ,0][0.8111888111888111 ,0][0.8251748251748252 ,0][0.8461538461538461 ,0][0.8671328671328671 ,0][0.8881118881118881 ,0][0.8951048951048951 ,0][0.9020979020979021 ,0][0.9300699300699301 ,0][0.9370629370629371 ,0][0.9440559440559441 ,0]",1.0 ,"[0.9306930693069307 ,0][0.9900990099009901 ,0][1.0 ,0]",0.9307692307692308 ,"[0.7461538461538462 ,0][0.7923076923076923 ,0][0.8076923076923077 ,0][0.8384615384615385 ,0][0.8692307692307693 ,0][0.8769230769230769 ,0][0.8923076923076924 ,0][0.9 ,0][0.9307692307692308 ,0]",
1,2_a4j,net.kencochrane.a4j.data.Query,1.0,1.0 ,"[0.9442231075697212 ,0][0.9561752988047809 ,0][0.9721115537848606 ,0][1.0 ,0]",1.0 ,"[0.56 ,0][0.92 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.9943502824858758 ,"[0.940677966101695 ,0][0.9731638418079096 ,0][0.9943502824858758 ,0]",0.38095238095238093 ,"[0.3333333333333333 ,0][0.35714285714285715 ,0][0.38095238095238093 ,0]",1.0 ,"[0.9333333333333333 ,0][1.0 ,0]",1.0 ,"[0.56 ,0][0.92 ,0][1.0 ,0]",
1,2_a4j,net.kencochrane.a4j.util.LoadProperties,1.0,0.72 ,"[0.72 ,0]",0.8333333333333334 ,"[0.8333333333333334 ,0]",1.0 ,"[1.0 ,0]",0.6470588235294118 ,"[0.6470588235294118 ,0]",0.75 ,"[0.75 ,0]",1.0 ,"[1.0 ,0]",0.8333333333333334 ,"[0.8333333333333334 ,0]",
1,3_gaj,brain.ga.SectMutator,1.0,0.7 ,"[0.7 ,0]",0.5 ,"[0.5 ,0]",1.0 ,"[1.0 ,0]",0.1111111111111111 ,"[0.1111111111111111 ,0]",0.3333333333333333 ,"[0.3333333333333333 ,0]",1.0 ,"[1.0 ,0]",0.5 ,"[0.5 ,0]",
1,4_rif,com.densebrain.rif.client.RIFClassLoader,1.0,0.7142857142857143 ,"[0.7142857142857143 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.0625 ,"[0.0625 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,3_gaj,brain.ga.RankSelector,1.0,1.0 ,"[0.5 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.5 ,"[0.5 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,3_gaj,brain.ga.GAAlgorithm,1.0,0.8695652173913043 ,"[0.8260869565217391 ,0][0.8695652173913043 ,0]",0.9285714285714286 ,"[0.9285714285714286 ,0]",1.0 ,"[1.0 ,0]",0.6666666666666666 ,"[0.5 ,0][0.6666666666666666 ,0]",0.8 ,"[0.5 ,0][0.7 ,0][0.8 ,0]",1.0 ,"[1.0 ,0]",0.9285714285714286 ,"[0.9285714285714286 ,0]",
1,1_tullibee,com.ib.client.EWrapperMsgGenerator,1.0,0.926829268292683 ,"[0.7195121951219512 ,0][0.7682926829268293 ,0][0.8170731707317073 ,0][0.8658536585365854 ,0][0.9024390243902439 ,0][0.926829268292683 ,0]",0.9104477611940298 ,"[0.6567164179104478 ,0][0.6716417910447762 ,0][0.7611940298507462 ,0][0.8059701492537313 ,0][0.8208955223880597 ,0][0.8507462686567164 ,0][0.8955223880597015 ,0][0.9104477611940298 ,0]",1.0 ,"[1.0 ,0]",0.996594778660613 ,"[0.9182746878547106 ,0][0.9341657207718501 ,0][0.9841089670828603 ,0][0.9931895573212258 ,0][0.996594778660613 ,0]",0.3333333333333333 ,"[0.3235294117647059 ,0][0.3333333333333333 ,0]",1.0 ,"[1.0 ,0]",0.9104477611940298 ,"[0.6567164179104478 ,0][0.6716417910447762 ,0][0.7611940298507462 ,0][0.8059701492537313 ,0][0.8208955223880597 ,0][0.8507462686567164 ,0][0.8955223880597015 ,0][0.9104477611940298 ,0]",
1,3_gaj,brain.ga.UniformCrossover,1.0,1.0 ,"[1.0 ,0]",0.8 ,"[0.8 ,0]",1.0 ,"[1.0 ,0]",0.7727272727272727 ,"[0.7727272727272727 ,0]",0.5 ,"[0.5 ,0]",1.0 ,"[1.0 ,0]",0.8 ,"[0.8 ,0]",
1,3_gaj,brain.ga.VectorGenome,1.0,1.0 ,"[0.9090909090909091 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.8 ,"[0.6 ,0][0.8 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,5_templateit,org.templateit.NamedStyle,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.8571428571428571 ,"[0.8571428571428571 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,3_gaj,brain.ga.GAEnumAllelesSet,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.8571428571428571 ,"[0.2857142857142857 ,0][0.5714285714285714 ,0][0.8571428571428571 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,2_a4j,net.kencochrane.a4j.util.a4jUtil,1.0,0.9069767441860465 ,"[0.9069767441860465 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.9354838709677419 ,"[0.9354838709677419 ,0]",0.7272727272727273 ,"[0.6363636363636364 ,0][0.7272727272727273 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,5_templateit,org.templateit.OpMatcher,1.0,0.8163265306122449 ,"[0.7959183673469388 ,0][0.8163265306122449 ,0]",0.7333333333333333 ,"[0.6444444444444445 ,0][0.7333333333333333 ,0]",1.0 ,"[1.0 ,0]",0.6833333333333333 ,"[0.6166666666666667 ,0][0.6833333333333333 ,0]",0.42105263157894735 ,"[0.3684210526315789 ,0][0.42105263157894735 ,0]",1.0 ,"[1.0 ,0]",0.7333333333333333 ,"[0.6444444444444445 ,0][0.7333333333333333 ,0]",
1,3_gaj,brain.ga.GAUtilities,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.9887640449438202 ,0][1.0 ,0]",0.6 ,"[0.6 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,3_gaj,brain.ga.Genome,1.0,0.6428571428571429 ,"[0.6428571428571429 ,0]",0.4444444444444444 ,"[0.4444444444444444 ,0]",1.0 ,"[1.0 ,0]",0.1 ,"[0.1 ,0]",0.125 ,"[0.125 ,0]",0.8 ,"[0.8 ,0]",0.4444444444444444 ,"[0.4444444444444444 ,0]",
1,6_jnfe,br.com.jnfe.base.ContribICMS,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.CRT,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,5_templateit,org.templateit.Reference,1.0,1.0 ,"[0.9583333333333334 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.9904761904761905 ,"[0.9714285714285714 ,0][0.9904761904761905 ,0]",0.8181818181818182 ,"[0.8181818181818182 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,5_templateit,org.templateit.util.DelimitedFileReader,1.0,1.0 ,"[0.17391304347826086 ,0][0.9130434782608695 ,0][1.0 ,0]",1.0 ,"[0.18181818181818182 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.8 ,"[0.6 ,0][0.8 ,0]",1.0 ,"[0.4 ,0][1.0 ,0]",1.0 ,"[0.09090909090909091 ,0][0.9090909090909091 ,0][1.0 ,0]",
1,5_templateit,org.templateit.Region,1.0,1.0 ,"[0.8260869565217391 ,0][1.0 ,0]",1.0 ,"[0.41935483870967744 ,0][0.6451612903225806 ,0][0.8387096774193549 ,0][0.967741935483871 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.24561403508771928 ,0][0.5789473684210527 ,0][0.8421052631578947 ,0][0.9649122807017544 ,0][0.9824561403508771 ,0][1.0 ,0]",0.9047619047619048 ,"[0.38095238095238093 ,0][0.47619047619047616 ,0][0.7142857142857143 ,0][0.8095238095238095 ,0][0.8571428571428571 ,0][0.9047619047619048 ,0]",1.0 ,"[0.8888888888888888 ,0][1.0 ,0]",1.0 ,"[0.41935483870967744 ,0][0.6451612903225806 ,0][0.8387096774193549 ,0][0.967741935483871 ,0][1.0 ,0]",
1,2_a4j,net.kencochrane.a4j.file.FileUtil,1.0,0.7338935574229691 ,"[0.44537815126050423 ,0][0.5294117647058824 ,0][0.5686274509803921 ,0][0.5854341736694678 ,0][0.6022408963585434 ,0][0.6162464985994398 ,0][0.6246498599439776 ,0][0.6442577030812325 ,0][0.7002801120448179 ,0][0.7030812324929971 ,0][0.7058823529411765 ,0][0.7338935574229691 ,0]",0.52 ,"[0.28 ,0][0.328 ,0][0.392 ,0][0.424 ,0][0.456 ,0][0.472 ,0][0.504 ,0][0.52 ,0]",1.0 ,"[1.0 ,0]",0.9148230088495575 ,"[0.6493362831858407 ,0][0.7057522123893806 ,0][0.7079646017699115 ,0][0.7433628318584071 ,0][0.7743362831858407 ,0][0.7809734513274337 ,0][0.8008849557522124 ,0][0.8163716814159292 ,0][0.8174778761061947 ,0][0.834070796460177 ,0][0.8362831858407079 ,0][0.8849557522123894 ,0][0.8860619469026548 ,0][0.9148230088495575 ,0]",0.2545454545454545 ,"[0.06666666666666667 ,0][0.10606060606060606 ,0][0.18787878787878787 ,0][0.19090909090909092 ,0][0.23030303030303031 ,0][0.23939393939393938 ,0][0.24848484848484848 ,0][0.2515151515151515 ,0][0.2545454545454545 ,0]",1.0 ,"[0.84 ,0][0.88 ,0][0.92 ,0][0.96 ,0][1.0 ,0]",0.456 ,"[0.28 ,0][0.296 ,0][0.312 ,0][0.336 ,0][0.392 ,0][0.4 ,0][0.424 ,0][0.44 ,0][0.456 ,0]",
1,6_jnfe,br.com.jnfe.base.C_ICMS,1.0,0.7 ,"[0.7 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.45161290322580644 ,"[0.3870967741935484 ,0][0.41935483870967744 ,0][0.45161290322580644 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,3_gaj,brain.ga.Population,1.0,1.0 ,"[0.84 ,0][0.88 ,0][0.96 ,0][1.0 ,0]",1.0 ,"[0.8461538461538461 ,0][0.9230769230769231 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.9473684210526315 ,"[0.5 ,0][0.9210526315789473 ,0][0.9473684210526315 ,0]",0.7142857142857143 ,"[0.42857142857142855 ,0][0.5 ,0][0.5714285714285714 ,0][0.6428571428571429 ,0][0.7142857142857143 ,0]",1.0 ,"[0.9166666666666666 ,0][1.0 ,0]",1.0 ,"[0.8461538461538461 ,0][0.9230769230769231 ,0][1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.CST_COFINS,1.0,0.5333333333333333 ,"[0.4666666666666667 ,0][0.5333333333333333 ,0]",1.0 ,"[0.875 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.8333333333333334 ,"[0.6666666666666666 ,0][0.8333333333333334 ,0]",0.3684210526315789 ,"[0.2631578947368421 ,0][0.3684210526315789 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[0.875 ,0][1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.CStat,1.0,0.42857142857142855 ,"[0.42857142857142855 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.375 ,"[0.25 ,0][0.375 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.CST_IPI,1.0,0.4 ,"[0.4 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.29411764705882354 ,"[0.23529411764705882 ,0][0.29411764705882354 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.CST_Grupo,1.0,0.4444444444444444 ,"[0.4444444444444444 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.8666666666666667 ,"[0.8666666666666667 ,0]",0.38095238095238093 ,"[0.3333333333333333 ,0][0.38095238095238093 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.CST_PIS,1.0,0.5333333333333333 ,"[0.4 ,0][0.4666666666666667 ,0][0.5333333333333333 ,0]",1.0 ,"[0.75 ,0][0.875 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0.8333333333333334 ,"[0.6666666666666666 ,0][0.8333333333333334 ,0]",0.3684210526315789 ,"[0.21052631578947367 ,0][0.3157894736842105 ,0][0.3684210526315789 ,0]",1.0 ,"[0.8 ,0][1.0 ,0]",1.0 ,"[0.75 ,0][0.875 ,0][1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.FinNFe,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.IndTot,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.2 ,"[0.1 ,0][0.2 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.IndPag,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.ModBCST,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.ModeloNFe,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.ModFrete,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.ModBC,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.MotDesICMS,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.ProcEmi,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.Orig,1.0,0.375 ,"[0.375 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.2857142857142857 ,"[0.21428571428571427 ,0][0.2857142857142857 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.RegimeEspecialTributario,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.TpAmb,1.0,0.4 ,"[0.2 ,0][0.4 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.15384615384615385 ,"[0.07692307692307693 ,0][0.15384615384615385 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.SitNFe,1.0,0.375 ,"[0.375 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.3333333333333333 ,"[0.26666666666666666 ,0][0.3333333333333333 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.TpDet,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.2727272727272727 ,"[0.2727272727272727 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.TpImp,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.TpVeiculo,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.TpServico,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.18181818181818182 ,"[0.18181818181818182 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.TpNF,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.TProvince,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.7777777777777778 ,"[0.7777777777777778 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.TpEmis,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.TpSerie,1.0,0.6 ,"[0.6 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.9722222222222222 ,"[0.9722222222222222 ,0]",0.2608695652173913 ,"[0.21739130434782608 ,0][0.2608695652173913 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.TpObsNFe,1.0,0.25 ,"[0.25 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0.125 ,"[0.125 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.TUFs,1.0,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.5 ,"[0.5 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.UF,1.0,0.6 ,"[0.6 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.9672131147540983 ,"[0.9508196721311475 ,0][0.9672131147540983 ,0]",0.3076923076923077 ,"[0.3076923076923077 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.adapter.AbstractNFeAdapter,1.0,0,,0,,0,,0,,0,,0,,0,,
1,6_jnfe,br.com.jnfe.base.adapter.dom.AbstractNFeDOMAdapter,1.0,0,,0,,0,,0,,0,,0,,0,,
1,6_jnfe,br.com.jnfe.base.service.DOMNFeKeyInfoBuilder,1.0,0.625 ,"[0.625 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,6_jnfe,br.com.jnfe.base.service.DOMNFeSignatureHandler,1.0,0.8947368421052632 ,"[0.3157894736842105 ,0][0.8947368421052632 ,0]",0.7272727272727273 ,"[0.2727272727272727 ,0][0.7272727272727273 ,0]",1.0 ,"[1.0 ,0]",0.7241379310344828 ,"[0.7241379310344828 ,0]",0,,1.0 ,"[0.75 ,0][1.0 ,0]",0.7272727272727273 ,"[0.2727272727272727 ,0][0.7272727272727273 ,0]",
1,6_jnfe,br.com.jnfe.base.service.NFeCalculatorImpl,1.0,0.5333333333333333 ,"[0.2222222222222222 ,0][0.4222222222222222 ,0][0.5111111111111111 ,0][0.5333333333333333 ,0]",0.6666666666666666 ,"[0.2777777777777778 ,0][0.5555555555555556 ,0][0.6666666666666666 ,0]",1.0 ,"[1.0 ,0]",0.6896551724137931 ,"[0.06896551724137931 ,0][0.27586206896551724 ,0][0.6896551724137931 ,0]",0.42857142857142855 ,"[0.04081632653061224 ,0][0.12244897959183673 ,0][0.16326530612244897 ,0][0.20408163265306123 ,0][0.24489795918367346 ,0][0.2857142857142857 ,0][0.32653061224489793 ,0][0.3673469387755102 ,0][0.40816326530612246 ,0][0.42857142857142855 ,0]",0.6666666666666666 ,"[0.4444444444444444 ,0][0.5555555555555556 ,0][0.6666666666666666 ,0]",0.6666666666666666 ,"[0.2777777777777778 ,0][0.3888888888888889 ,0][0.4444444444444444 ,0][0.6111111111111112 ,0][0.6666666666666666 ,0]",
1,8_gfarcegestionfa,fr.unice.gfarce.interGraph.QuitterAction,1.0,0.75 ,"[0.75 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,8_gfarcegestionfa,fr.unice.gfarce.interGraph.SharedListSelectionHandlerEtu,1.0,0.13333333333333333 ,"[0.13333333333333333 ,0]",0.3333333333333333 ,"[0.3333333333333333 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.5 ,"[0.5 ,0]",0.3333333333333333 ,"[0.3333333333333333 ,0]",
1,8_gfarcegestionfa,fr.unice.gfarce.interGraph.SupprFormationAction,1.0,0.3333333333333333 ,"[0.26666666666666666 ,0][0.3333333333333333 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",0,,0,,1.0 ,"[0.5 ,0][1.0 ,0]",1.0 ,"[0.5 ,0][1.0 ,0]",
1,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ExportExelAction,1.0,0.9 ,"[0.8 ,0][0.9 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,8_gfarcegestionfa,fr.unice.gfarce.interGraph.SupprRespAction,1.0,0.35294117647058826 ,"[0.35294117647058826 ,0]",1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",0.03571428571428571 ,"[0.03571428571428571 ,0]",0,,1.0 ,"[1.0 ,0]",1.0 ,"[1.0 ,0]",
1,8_gfarcegestionfa,fr.unice.gfarce.interGraph.ChoixDB4O,1.0,0,,0.1 ,"[0.1 ,0]",1.0 ,"[1.0 ,0]",0,,0,,0.3333333333333333 ,"[0.3333333333333333 ,0]",0,,
